"name","phylum.x","surface","mesopelagic","bathypelagic","abyssopelagic"
"Neoleanira_tetragona","Annelida",415,331,NA,NA
"Nephtys_bucera","Annelida",586,NA,NA,NA
"Nephtys_cirrosa","Annelida",723,486,NA,NA
"Nephtys_cryptomma","Annelida",210,NA,NA,NA
"Nephtys_hystricis","Annelida",135,NA,NA,NA
"Nephtys_incisa","Annelida",2739,NA,NA,NA
"Nephtys_paradoxa","Annelida",4498,3806,2493,NA
"Nephtys_picta","Annelida",723,NA,NA,NA
"Nephtys_simoni","Annelida",862,NA,NA,NA
"Nephtys_squamosa","Annelida",1001,NA,NA,NA
"Nephtys_tulearensis","Annelida",144,NA,NA,NA
"Nereiphylla_castanea","Annelida",2326,NA,NA,NA
"Nereiphylla_fragilis","Annelida",601,NA,NA,NA
"Nereiphylla_mimica","Annelida",214,NA,NA,NA
"Nereis_anomala","Annelida",1190,NA,NA,NA
"Nereis_callaona","Annelida",1003,NA,NA,NA
"Nereis_coutieri","Annelida",521,NA,NA,NA
"Nereis_denhamensis","Annelida",1054,NA,NA,NA
"Nereis_deplanata","Annelida",132,88,NA,NA
"Nereis_jacksoni","Annelida",2095,NA,NA,NA
"Nereis_mirabilis","Annelida",2155,NA,NA,NA
"Nereis_pelagica","Annelida",2429,NA,NA,NA
"Nereis_persica","Annelida",1327,986,NA,NA
"Nereis_piscesae","Annelida",NA,69,69,NA
"Nereis_trifasciata","Annelida",1184,NA,NA,NA
"Nereis_zonata","Annelida",4332,2747,NA,NA
"Nicolea_chilensis","Annelida",258,NA,NA,NA
"Nicolea_gracilibranchis","Annelida",1205,NA,NA,NA
"Nicolea_zostericola","Annelida",NA,1342,NA,NA
"Nicomache_antillensis","Annelida",435,NA,NA,NA
"Nicomache_venticola","Annelida",NA,198,198,NA
"Ninoe_pulchra","Annelida",200,NA,NA,NA
"Ninoe_vargasi","Annelida",208,NA,NA,NA
"Notaulax_nudicolis","Annelida",139,NA,NA,NA
"Notaulax_occidentalis","Annelida",559,NA,NA,NA
"Notaulax_phaeotaenia","Annelida",1423,NA,NA,NA
"Nothria_conchylega","Annelida",NA,4888,3001,NA
"Notomastus_americanus","Annelida",688,NA,NA,NA
"Notomastus_daueri","Annelida",338,NA,NA,NA
"Notomastus_hemipodus","Annelida",1783,NA,NA,NA
"Notomastus_latericeus","Annelida",28475,27079,25033,14539
"Notomastus_lobatus","Annelida",696,NA,NA,NA
"Notomastus_tenuis","Annelida",932,NA,NA,NA
"Notopharyngoides_aruensis","Annelida",1276,NA,NA,NA
"Notopygos_hispida","Annelida",900,NA,NA,NA
"Oasisia_alvinae","Annelida",NA,4671,4670,3158
"Odontosyllis_enopla","Annelida",687,NA,NA,NA
"Odontosyllis_gravelyi","Annelida",479,NA,NA,NA
"Oenone_fulgida","Annelida",2242,NA,NA,NA
"Olavius_finitimus","Annelida",138,NA,NA,NA
"Olavius_imperfectus","Annelida",158,NA,NA,NA
"Olavius_tantulus","Annelida",167,NA,NA,NA
"Olavius_tenuissimus","Annelida",235,NA,NA,NA
"Onuphis_texana","Annelida",269,NA,NA,NA
"Ophelia_denticulata","Annelida",646,NA,NA,NA
"Ophelina_acuminata","Annelida",3257,NA,NA,NA
"Ophelina_breviata","Annelida",NA,2008,1518,NA
"Ophelina_cylindricaudata","Annelida",5226,3391,NA,NA
"Ophiodromus_angustifrons","Annelida",1451,NA,NA,NA
"Ophryotrocha_globopalpata","Annelida",NA,107,107,NA
"Opisthodonta_longidentata","Annelida",138,NA,NA,NA
"Opisthosyllis_japonica","Annelida",144,NA,NA,NA
"Orbinia_americana","Annelida",310,NA,NA,NA
"Orbinia_riseri","Annelida",718,NA,NA,NA
"Osedax_japonicus","Annelida",NA,48,NA,NA
"Ougia_tenuidentis","Annelida",304,NA,NA,NA
"Owenia_fusiformis","Annelida",3332,NA,NA,NA
"Oxydromus_latifrons","Annelida",1125,821,NA,NA
"Palolo_siciliensis","Annelida",1227,NA,NA,NA
"Panthalis_alaminosae","Annelida",NA,398,NA,NA
"Paradialychone_americana","Annelida",383,NA,NA,NA
"Paradiopatra_hartmanae","Annelida",645,561,452,NA
"Paradiopatra_paucibranchis","Annelida",NA,3439,3432,2317
"Paradoneis_harpagonea","Annelida",408,324,NA,NA
"Paraescarpia_echinospica","Annelida",NA,1086,1028,NA
"Paralacydonia_paradoxa","Annelida",2560,NA,NA,NA
"Paralepidonotus_ampulliferus","Annelida",1406,NA,NA,NA
"Paralepidonotus_indicus","Annelida",1162,NA,NA,NA
"Paralvinella_dela","Annelida",NA,28,28,NA
"Paralvinella_sulfincola","Annelida",NA,183,183,NA
"Paranaitis_gardineri","Annelida",317,NA,NA,NA
"Paranaitis_polynoides","Annelida",1018,NA,NA,NA
"Paranaitis_speciosa","Annelida",348,NA,NA,NA
"Paranaitis_wahlbergi","Annelida",553,290,212,NA
"Parandalia_fauveli","Annelida",249,NA,NA,NA
"Paraonis_fulgens","Annelida",1041,NA,NA,NA
"Paraonis_pygoenigmatica","Annelida",552,NA,NA,NA
"Parapionosyllis_longicirrata","Annelida",638,NA,NA,NA
"Parapionosyllis_uebelackerae","Annelida",287,NA,NA,NA
"Paraprionospio_pinnata","Annelida",2494,NA,NA,NA
"Pardalinops_testudinaria","Annelida",781,NA,NA,NA
"Pareurythoe_americana","Annelida",362,NA,NA,NA
"Parougia_wolfi","Annelida",NA,85,85,NA
"Pectinaria_antipoda","Annelida",3031,2547,2028,NA
"Pectinaria_gouldii","Annelida",615,NA,NA,NA
"Pectinaria_regalis","Annelida",327,NA,NA,NA
"Pectinodrilus_deminutius","Annelida",100,NA,NA,NA
"Pectinodrilus_molestus","Annelida",207,NA,NA,NA
"Peresiella_spathulata","Annelida",313,NA,NA,NA
"Perinereis_cultrifera","Annelida",1312,NA,NA,NA
"Perinereis_floridana","Annelida",658,NA,NA,NA
"Perinereis_kuwaitensis","Annelida",135,NA,NA,NA
"Perinereis_nigropunctata","Annelida",1172,NA,NA,NA
"Perinereis_nuntia","Annelida",1174,NA,NA,NA
"Perinereis_obfuscata","Annelida",1009,NA,NA,NA
"Perinereis_perspicillata","Annelida",677,NA,NA,NA
"Perinereis_striolata","Annelida",717,NA,NA,NA
"Perinereis_suluana","Annelida",1073,NA,NA,NA
"Perinereis_vallata","Annelida",958,NA,NA,NA
"Perinereis_vancaurica","Annelida",1535,NA,NA,NA
"Perkinsiana_littoralis","Annelida",58,63,NA,NA
"Petaloproctus_terricolus","Annelida",889,NA,NA,NA
"Pettiboneia_blakei","Annelida",265,NA,NA,NA
"Pettiboneia_duofurca","Annelida",693,NA,NA,NA
"Pherusa_inflata","Annelida",821,NA,NA,NA
"Pherusa_plumosa","Annelida",NA,2424,NA,NA
"Pholoe_minuta","Annelida",15637,14416,12973,4714
"Phonospio_unilamellata","Annelida",NA,389,385,NA
"Phragmatopoma_californica","Annelida",402,NA,NA,NA
"Phyllochaetopterus_prolifica","Annelida",190,NA,NA,NA
"Phyllochaetopterus_socialis","Annelida",1433,1314,1049,NA
"Phyllodoce_arenae","Annelida",708,NA,NA,NA
"Phyllodoce_dissotyla","Annelida",297,NA,NA,NA
"Phyllodoce_erythrophylla","Annelida",623,NA,NA,NA
"Phyllodoce_groenlandica","Annelida",3997,2652,1744,NA
"Phyllodoce_longipes","Annelida",1704,NA,NA,NA
"Phyllodoce_maculata","Annelida",928,NA,NA,NA
"Phyllodoce_madeirensis","Annelida",3654,NA,NA,NA
"Phyllodoce_mucosa","Annelida",1363,NA,NA,NA
"Phyllodoce_panamensis","Annelida",595,NA,NA,NA
"Phyllodoce_sanctijosephi","Annelida",57,43,28,NA
"Phyllodoce_tenuissima","Annelida",629,NA,NA,NA
"Phylo_kupfferi","Annelida",642,557,446,NA
"Pileolaria_berkeleyana","Annelida",885,688,NA,NA
"Pileolaria_militaris","Annelida",269,NA,NA,NA
"Pionosyllis_gesae","Annelida",673,NA,NA,NA
"Piromis_roberti","Annelida",759,NA,NA,NA
"Pisione_remota","Annelida",1972,NA,NA,NA
"Pista_brevibranchiata","Annelida",5975,5452,4864,NA
"Pista_cristata","Annelida",2354,NA,NA,NA
"Pista_fasciata","Annelida",1145,NA,NA,NA
"Pista_herpini","Annelida",260,NA,NA,NA
"Pista_maculata","Annelida",1397,NA,NA,NA
"Pista_palmata","Annelida",341,NA,NA,NA
"Pista_quadrilobata","Annelida",370,NA,NA,NA
"Pista_typha","Annelida",1259,954,NA,NA
"Pista_unibranchia","Annelida",600,541,428,NA
"Plakosyllis_quadrioculata","Annelida",663,NA,NA,NA
"Platynereis_australis","Annelida",1079,NA,NA,NA
"Platynereis_dumerilii","Annelida",2889,NA,NA,NA
"Platynereis_fuscorubida","Annelida",732,493,NA,NA
"Platynereis_insolita","Annelida",796,NA,NA,NA
"Poecilochaetus_johnsoni","Annelida",794,NA,NA,NA
"Poecilochaetus_serpens","Annelida",8422,7714,6843,NA
"Polybranchia_pallens","Annelida",65,NA,NA,NA
"Polycirrus_arcticus","Annelida",3078,1879,691,NA
"Polycirrus_coccineus","Annelida",85,42,NA,NA
"Polycirrus_plumosus","Annelida",493,NA,NA,NA
"Polydora_cornuta","Annelida",1231,NA,NA,NA
"Polydora_hoplura","Annelida",634,NA,NA,NA
"Polydora_socialis","Annelida",2360,NA,NA,NA
"Polydora_spondylana","Annelida",129,95,NA,NA
"Polydora_vulgaris","Annelida",262,NA,NA,NA
"Polydora_websteri","Annelida",730,NA,NA,NA
"Polyeunoa_laevis","Annelida",693,718,NA,NA
"Polyodontes_frons","Annelida",757,NA,NA,NA
"Polyodontes_lupinus","Annelida",659,NA,NA,NA
"Polyophthalmus_pictus","Annelida",2543,NA,NA,NA
"Polyphysia_crassa","Annelida",498,381,152,NA
"Pomatoceros_americanus","Annelida",296,NA,NA,NA
"Pomatoceros_triqueter","Annelida",1164,NA,NA,NA
"Pomatoleios_kraussii","Annelida",1138,NA,NA,NA
"Pomatostegus_stellatus","Annelida",1934,NA,NA,NA
"Potamilla_ceylonica","Annelida",431,308,NA,NA
"Potamilla_ehlersi","Annelida",278,225,NA,NA
"Potamilla_reniformis","Annelida",340,NA,NA,NA
"Praxillella_gracilis","Annelida",6587,5377,4041,NA
"Praxillura_longissima","Annelida",390,297,94,NA
"Prionospio_aucklandica","Annelida",54,NA,NA,NA
"Prionospio_bocki","Annelida",263,NA,NA,NA
"Prionospio_cirrifera","Annelida",11988,10762,9187,NA
"Prionospio_cristata","Annelida",641,NA,NA,NA
"Prionospio_fallax","Annelida",580,NA,NA,NA
"Prionospio_heterobranchia","Annelida",294,NA,NA,NA
"Prionospio_malmgreni","Annelida",3431,2451,NA,NA
"Prionospio_perkinsi","Annelida",302,NA,NA,NA
"Prionospio_polybranchiata","Annelida",264,226,164,NA
"Prionospio_steenstrupi","Annelida",2729,NA,NA,NA
"Proclea_graffii","Annelida",2088,1555,766,NA
"Protis_hydrothermica","Annelida",NA,1514,1514,NA
"Protocirrineris_chrysoderma","Annelida",2020,1453,NA,NA
"Protodorvillea_kefersteini","Annelida",1960,NA,NA,NA
"Protomystides_bidentata","Annelida",504,NA,NA,NA
"Protula_palliata","Annelida",379,NA,NA,NA
"Psammolyce_flava","Annelida",484,424,NA,NA
"Pseudexogone_backstromi","Annelida",393,NA,NA,NA
"Pseudexogone_dineti","Annelida",NA,294,NA,NA
"Pseudopolydora_antennata","Annelida",1276,884,NA,NA
"Pseudopolydora_kempi","Annelida",1105,NA,NA,NA
"Pseudoscalibregma_parvum","Annelida",1149,374,70,NA
"Pseudovermilia_fuscostriata","Annelida",300,NA,NA,NA
"Pseudovermilia_occidentalis","Annelida",978,858,NA,NA
"Pterocirrus_foliosus","Annelida",198,NA,NA,NA
"Pterocirrus_macroceros","Annelida",1367,NA,NA,NA
"Questa_caudicirra","Annelida",727,NA,NA,NA
"Rhodine_gracilior","Annelida",1693,1177,NA,NA
"Ridgeia_piscesae","Annelida",NA,212,209,NA
"Riftia_pachyptila","Annelida",NA,2098,2094,NA
"Rullierinereis_mexicana","Annelida",635,NA,NA,NA
"Sabaco_elongatus","Annelida",645,NA,NA,NA
"Sabella_variegata","Annelida",108,NA,NA,NA
"Sabellaria_alcocki","Annelida",380,NA,NA,NA
"Sabellastarte_sanctijosephi","Annelida",1485,NA,NA,NA
"Sabellastarte_spectabilis","Annelida",1580,NA,NA,NA
"Salmacina_dysteri","Annelida",638,NA,NA,NA
"Salmacina_incrustans","Annelida",1195,NA,NA,NA
"Salmacina_tribranchiata","Annelida",317,NA,NA,NA
"Salvatoria_balani","Annelida",295,228,NA,NA
"Salvatoria_clavata","Annelida",1166,NA,NA,NA
"Salvatoria_limbata","Annelida",1067,NA,NA,NA
"Salvatoria_swedmarki","Annelida",432,NA,NA,NA
"Scalibregma_inflatum","Annelida",7954,6716,5166,NA
"Schistomeringos_incerta","Annelida",599,NA,NA,NA
"Schistomeringos_longicornis","Annelida",257,NA,NA,NA
"Schistomeringos_pectinata","Annelida",367,NA,NA,NA
"Schistomeringos_rudolphi","Annelida",1560,NA,NA,NA
"Sclerocheilus_unoculus","Annelida",227,NA,NA,NA
"Scolelepis_squamata","Annelida",3009,NA,NA,NA
"Scolelepis_texana","Annelida",745,NA,NA,NA
"Scoletoma_ernesti","Annelida",796,NA,NA,NA
"Scoletoma_fragilis","Annelida",3875,2162,NA,NA
"Scoletoma_impatiens","Annelida",7102,6301,5156,NA
"Scoletoma_tetraura","Annelida",2057,NA,NA,NA
"Scoloplos_acmeceps","Annelida",1431,NA,NA,NA
"Scoloplos_chevalieri","Annelida",1201,NA,NA,NA
"Scoloplos_rubra","Annelida",1797,NA,NA,NA
"Scoloplos_texana","Annelida",688,NA,NA,NA
"Scyphoproctus_aciculatus","Annelida",368,272,NA,NA
"Scyphoproctus_armatus","Annelida",1785,1467,NA,NA
"Scyphoproctus_platyproctus","Annelida",228,NA,NA,NA
"Seepiophila_jonesi","Annelida",NA,237,NA,NA
"Serpula_narconensis","Annelida",857,884,NA,NA
"Serpula_sombreriana","Annelida",NA,208,NA,NA
"Serpula_vermicularis","Annelida",2692,NA,NA,NA
"Siboglinum_ekmani","Annelida",NA,363,NA,NA
"Sigalion_arenicola","Annelida",618,NA,NA,NA
"Sigambra_bassi","Annelida",1822,NA,NA,NA
"Sigambra_constricta","Annelida",9328,8875,8481,4754
"Sigambra_parva","Annelida",569,488,331,NA
"Sigambra_tentaculata","Annelida",1686,NA,NA,NA
"Sigambra_wassi","Annelida",559,NA,NA,NA
"Sige_belizensis","Annelida",159,NA,NA,NA
"Smithsonidrilus_hummelincki","Annelida",278,NA,NA,NA
"Smithsonidrilus_luteolus","Annelida",197,NA,NA,NA
"Sosane_sulcata","Annelida",604,NA,NA,NA
"Sphaerodoropsis_vittori","Annelida",308,NA,NA,NA
"Sphaerosyllis_aciculata","Annelida",781,NA,NA,NA
"Sphaerosyllis_bilobata","Annelida",224,NA,NA,NA
"Sphaerosyllis_capensis","Annelida",1755,NA,NA,NA
"Sphaerosyllis_glandulata","Annelida",480,NA,NA,NA
"Sphaerosyllis_longicauda","Annelida",115,NA,NA,NA
"Sphaerosyllis_longilamina","Annelida",95,NA,NA,NA
"Sphaerosyllis_magnidentata","Annelida",495,NA,NA,NA
"Sphaerosyllis_parvoculata","Annelida",95,NA,NA,NA
"Sphaerosyllis_pirifera","Annelida",1168,NA,NA,NA
"Sphaerosyllis_piriferopsis","Annelida",830,NA,NA,NA
"Sphaerosyllis_ridgiensis","Annelida",NA,98,98,NA
"Sphaerosyllis_riseri","Annelida",144,NA,NA,NA
"Sphaerosyllis_taylori","Annelida",897,NA,NA,NA
"Spio_filicornis","Annelida",NA,1565,NA,NA
"Spiochaetopterus_costarum","Annelida",814,NA,NA,NA
"Spiochaetopterus_typicus","Annelida",2630,2093,1235,NA
"Spiophanes_berkeleyorum","Annelida",66,NA,NA,NA
"Spiophanes_bombyx","Annelida",2768,NA,NA,NA
"Spiophanes_duplex","Annelida",49,NA,NA,NA
"Spiophanes_kroyeri","Annelida",NA,2212,983,NA
"Spiophanes_missionensis","Annelida",807,NA,NA,NA
"Spiophanes_wigleyi","Annelida",786,NA,NA,NA
"Spirobranchus_corniculatus","Annelida",371,NA,NA,NA
"Spirobranchus_giganteus","Annelida",2421,NA,NA,NA
"Spirobranchus_tetraceros","Annelida",2049,NA,NA,NA
"Steggoa_magalaensis","Annelida",3165,2600,NA,NA
"Sternaspis_scutata","Annelida",3758,NA,NA,NA
"Sthenelais_boa","Annelida",1209,NA,NA,NA
"Sthenolepis_japonica","Annelida",2555,2138,1801,NA
"Streblosoma_cespitosa","Annelida",765,NA,NA,NA
"Streblosoma_hartmanae","Annelida",299,NA,NA,NA
"Streblosoma_persica","Annelida",340,283,NA,NA
"Streblospio_benedicti","Annelida",829,NA,NA,NA
"Streptospinigera_heteroseta","Annelida",256,NA,NA,NA
"Streptosyllis_pettibonae","Annelida",122,NA,NA,NA
"Syllides_bansei","Annelida",447,NA,NA,NA
"Syllides_floridanus","Annelida",322,NA,NA,NA
"Syllides_fulvus","Annelida",924,NA,NA,NA
"Syllis_alternata","Annelida",501,NA,NA,NA
"Syllis_amica","Annelida",1758,NA,NA,NA
"Syllis_armillaris","Annelida",3002,NA,NA,NA
"Syllis_corallicoloides","Annelida",236,NA,NA,NA
"Syllis_cornuta","Annelida",4715,3251,NA,NA
"Syllis_gracilis","Annelida",3148,NA,NA,NA
"Syllis_prolifera","Annelida",2169,NA,NA,NA
"Syllis_variegata","Annelida",2067,NA,NA,NA
"Synelmis_acuminata","Annelida",294,NA,NA,NA
"Synelmis_albini","Annelida",1921,NA,NA,NA
"Synelmis_klatti","Annelida",1088,NA,NA,NA
"Taylorpholoe_hirsuta","Annelida",290,NA,NA,NA
"Tectidrilus_bori","Annelida",226,NA,NA,NA
"Terebellides_stroemii","Annelida",8878,6465,4154,NA
"Tetreres_philippinensis","Annelida",828,653,527,NA
"Thalassodrilides_bruneti","Annelida",176,NA,NA,NA
"Thalassodrilides_gurwitschi","Annelida",336,NA,NA,NA
"Thalassodrilides_ineri","Annelida",73,NA,NA,NA
"Tharyx_dorsobranchialis","Annelida",1533,NA,NA,NA
"Thelepus_cincinnatus","Annelida",3537,2818,1564,NA
"Thelepus_crispus","Annelida",342,NA,NA,NA
"Thelepus_japonicus","Annelida",182,NA,NA,NA
"Thelepus_setosus","Annelida",2915,NA,NA,NA
"Thermiphione_fijiensis","Annelida",NA,1689,1675,NA
"Thermiphione_tufari","Annelida",NA,254,254,NA
"Thermopolynoe_branchiata","Annelida",NA,1696,1681,NA
"Timarete_anchylochaeta","Annelida",1149,NA,NA,NA
"Timarete_filigera","Annelida",730,NA,NA,NA
"Travisia_hobsonae","Annelida",546,NA,NA,NA
"Travisia_kerguelensis","Annelida",538,NA,NA,NA
"Trichobranchus_glacialis","Annelida",2452,NA,NA,NA
"Trypanosyllis_coeliaca","Annelida",916,NA,NA,NA
"Trypanosyllis_gigantea","Annelida",2306,2143,NA,NA
"Trypanosyllis_parvidentata","Annelida",334,NA,NA,NA
"Trypanosyllis_vittigera","Annelida",985,NA,NA,NA
"Trypanosyllis_zebra","Annelida",3089,2310,NA,NA
"Tubificoides_bermudae","Annelida",252,NA,NA,NA
"Tylonereis_bogoyawlenskyi","Annelida",240,NA,NA,NA
"Typosyllis_cornuta","Annelida",1605,NA,NA,NA
"Typosyllis_hyalina","Annelida",1731,NA,NA,NA
"Uniporodrilus_nasutus","Annelida",146,NA,NA,NA
"Vermiliopsis_annulata","Annelida",660,NA,NA,NA
"Vermiliopsis_glandigerus","Annelida",1181,NA,NA,NA
"Websterinereis_punctata","Annelida",799,NA,NA,NA
"Websterinereis_tridentata","Annelida",377,NA,NA,NA
"Westheideia_minutimala","Annelida",321,NA,NA,NA
"Aatolana_rapax","Arthropoda",285,274,NA,NA
"Aatolana_schioedtei","Arthropoda",536,NA,NA,NA
"Aatolana_springthorpei","Arthropoda",NA,176,NA,NA
"Abyssianira_bathyalis","Arthropoda",NA,209,159,NA
"Abyssorchomene_distinctus","Arthropoda",NA,777,776,329
"Abyssorchomene_nodimanus","Arthropoda",437,424,NA,NA
"Abyssorchomene_plebs","Arthropoda",632,625,316,NA
"Abyssorchomene_rossi","Arthropoda",694,691,396,NA
"Acaenosquilla_brazieri","Arthropoda",66,NA,NA,NA
"Acanthacaris_caeca","Arthropoda",NA,431,NA,NA
"Acanthacaris_tenuimana","Arthropoda",NA,3446,2991,NA
"Acanthanas_pusillus","Arthropoda",861,NA,NA,NA
"Acantharctus_ornatus","Arthropoda",478,NA,NA,NA
"Acanthaspidia_acanthonotus","Arthropoda",NA,572,572,NA
"Acanthaspidia_bifurcata","Arthropoda",NA,410,408,NA
"Acanthaspidia_drygalskii","Arthropoda",NA,146,NA,NA
"Acanthaxius_hirsutimanus","Arthropoda",94,NA,NA,NA
"Acanthaxius_miyazakiensis","Arthropoda",975,869,NA,NA
"Acanthaxius_spinosissimus","Arthropoda",795,NA,NA,NA
"Acanthephyra_acutifrons","Arthropoda",NA,7226,6642,3087
"Acanthephyra_armata","Arthropoda",NA,4690,3961,NA
"Acanthephyra_brevirostris","Arthropoda",NA,9066,8762,4886
"Acanthephyra_carinata","Arthropoda",NA,2414,1875,NA
"Acanthephyra_chacei","Arthropoda",NA,355,355,NA
"Acanthephyra_cucullata","Arthropoda",NA,3698,3312,NA
"Acanthephyra_curtirostris","Arthropoda",NA,27832,26854,16274
"Acanthephyra_eximia","Arthropoda",21431,20421,19217,9212
"Acanthephyra_pelagica","Arthropoda",16414,15917,14343,NA
"Acanthephyra_purpurea","Arthropoda",NA,2591,1842,NA
"Acanthephyra_quadrispinosa","Arthropoda",2497,2428,2089,NA
"Acanthephyra_sica","Arthropoda",NA,136,NA,NA
"Acanthephyra_smithi","Arthropoda",NA,10274,9976,NA
"Acanthephyra_stylorostratis","Arthropoda",NA,20272,19882,12232
"Acanthilia_intermedia","Arthropoda",382,295,NA,NA
"Acanthocarpus_alexandri","Arthropoda",580,430,307,NA
"Acanthocarpus_bispinosus","Arthropoda",NA,204,NA,NA
"Acanthocyclus_albatrossis","Arthropoda",42,NA,NA,NA
"Acanthohaustorius_intermedius","Arthropoda",481,NA,NA,NA
"Acanthohaustorius_millsi","Arthropoda",162,NA,NA,NA
"Acanthohaustorius_pansus","Arthropoda",243,NA,NA,NA
"Acanthohaustorius_shoemakeri","Arthropoda",854,NA,NA,NA
"Acanthohaustorius_uncinus","Arthropoda",305,NA,NA,NA
"Acantholithodes_hispidus","Arthropoda",232,NA,NA,NA
"Acantholobulus_bermudensis","Arthropoda",314,NA,NA,NA
"Acanthomunna_spinipes","Arthropoda",23,23,NA,NA
"Acanthomysis_longicornis","Arthropoda",377,NA,NA,NA
"Acanthonotozomoides_oatesi","Arthropoda",915,935,NA,NA
"Acanthonyx_limbatus","Arthropoda",278,NA,NA,NA
"Acanthonyx_petiverii","Arthropoda",309,NA,NA,NA
"Acanthophrys_cristimanus","Arthropoda",51,51,NA,NA
"Acanthoscina_acanthodes","Arthropoda",NA,221,NA,NA
"Acanthosquilla_acanthocarpus","Arthropoda",1263,NA,NA,NA
"Acanthosquilla_crosnieri","Arthropoda",26,NA,NA,NA
"Acanthosquilla_derijardi","Arthropoda",1494,NA,NA,NA
"Acanthosquilla_multifasciata","Arthropoda",2129,1740,NA,NA
"Acanthosquilla_wilsoni","Arthropoda",570,NA,NA,NA
"Acanthostepheia_malmgreni","Arthropoda",1909,833,235,NA
"Acartia_danae","Arthropoda",2771,1792,NA,NA
"Acartia_erythraea","Arthropoda",457,NA,NA,NA
"Acartia_longiremis","Arthropoda",1409,NA,NA,NA
"Acartia_negligens","Arthropoda",747,510,NA,NA
"Acartia_spinata","Arthropoda",365,NA,NA,NA
"Acartia_tonsa","Arthropoda",589,NA,NA,NA
"Acartiella_faoensis","Arthropoda",215,164,NA,NA
"Acasta_conica","Arthropoda",1155,NA,NA,NA
"Acasta_cyathus","Arthropoda",2370,NA,NA,NA
"Acasta_echinata","Arthropoda",1247,NA,NA,NA
"Acasta_fenestrata","Arthropoda",1589,NA,NA,NA
"Acasta_japonica","Arthropoda",1632,1179,NA,NA
"Acasta_purpurata","Arthropoda",469,NA,NA,NA
"Acasta_spongites","Arthropoda",1357,NA,NA,NA
"Acasta_sulcata","Arthropoda",1451,NA,NA,NA
"Accalathura_crenulata","Arthropoda",382,NA,NA,NA
"Accalathura_gigas","Arthropoda",179,NA,NA,NA
"Accalathura_themeda","Arthropoda",198,NA,NA,NA
"Aceroides_latipes","Arthropoda",2932,1462,NA,NA
"Acetes_americanus","Arthropoda",886,NA,NA,NA
"Acetes_chinensis","Arthropoda",473,NA,NA,NA
"Acetes_erythraeus","Arthropoda",1199,NA,NA,NA
"Acetes_japonicus","Arthropoda",1430,NA,NA,NA
"Acetes_vulgaris","Arthropoda",442,NA,NA,NA
"Achaeus_curvirostris","Arthropoda",1537,NA,NA,NA
"Achaeus_lacertosus","Arthropoda",1184,NA,NA,NA
"Achelia_alaskensis","Arthropoda",775,NA,NA,NA
"Achelia_assimilis","Arthropoda",3307,2628,NA,NA
"Achelia_australiensis","Arthropoda",48,NA,NA,NA
"Achelia_barnardi","Arthropoda",21,16,NA,NA
"Achelia_besnardi","Arthropoda",914,NA,NA,NA
"Achelia_borealis","Arthropoda",2916,1667,NA,NA
"Achelia_brevicauda","Arthropoda",27,20,NA,NA
"Achelia_brevirostris","Arthropoda",410,274,NA,NA
"Achelia_chelata","Arthropoda",111,NA,NA,NA
"Achelia_columnaris","Arthropoda",47,28,NA,NA
"Achelia_communis","Arthropoda",436,435,NA,NA
"Achelia_crurispinifera","Arthropoda",61,37,NA,NA
"Achelia_deodata","Arthropoda",161,NA,NA,NA
"Achelia_dohrni","Arthropoda",72,NA,NA,NA
"Achelia_echinata","Arthropoda",858,NA,NA,NA
"Achelia_gracilis","Arthropoda",53,51,NA,NA
"Achelia_hoekii","Arthropoda",382,404,NA,NA
"Achelia_kiiensis","Arthropoda",45,26,NA,NA
"Achelia_laevis","Arthropoda",90,NA,NA,NA
"Achelia_lagena","Arthropoda",121,36,NA,NA
"Achelia_langi","Arthropoda",187,158,NA,NA
"Achelia_latifrons","Arthropoda",371,266,NA,NA
"Achelia_megova","Arthropoda",67,NA,NA,NA
"Achelia_nana","Arthropoda",998,888,NA,NA
